Image, X, Y, Width, Height, Label
SonicFrontiers1040.jpg, 285.44444444444446, 193.66666666666666, 392.77777777777777, 321.22222222222223, Sonic
SonicFrontiers1041.jpg, 279.99999999999994, 310.91666666666663, 369.24999999999994, 423.49999999999994, Sonic
SonicFrontiers1042.jpg, 299.59999999999997, 278.59999999999997, 369.59999999999997, 412.29999999999995, Sonic
SonicFrontiers1043.jpg, 283.8181818181818, 343.0, 357.6363636363636, 488.09090909090907, Sonic
SonicFrontiers1044.jpg, 296.09999999999997, 334.59999999999997, 362.59999999999997, 469.0, Sonic
SonicFrontiers1044.jpg, 105.0, 47.0, 138.0, 83.0, Rings
SonicFrontiers1044.jpg, 76.0, 129.0, 115.0, 173.0, Rings
SonicFrontiers1044.jpg, 34.0, 203.0, 81.0, 255.0, Rings
SonicFrontiers1044.jpg, 1.0, 245.0, 32.0, 312.0, Rings
SonicFrontiers1044.jpg, 516.0, 47.0, 557.0, 84.0, Rings
SonicFrontiers1044.jpg, 540.0, 130.0, 586.0, 176.0, Rings
SonicFrontiers1044.jpg, 574.0, 202.0, 627.0, 255.0, Rings
SonicFrontiers1044.jpg, 620.0, 248.0, 687.0, 314.0, Rings
SonicFrontiers1044.jpg, 691.0, 308.0, 699.0, 349.0, Rings
SonicFrontiers1045.jpg, 281.27272727272725, 371.6363636363636, 371.6363636363636, 463.9090909090909, SonicCurled
SonicFrontiers1045.jpg, 290.1818181818182, 458.8181818181818, 311.8181818181818, 488.72727272727275, Rings
SonicFrontiers1045.jpg, 282.54545454545456, 491.27272727272725, 308.0, 528.8181818181818, Rings
SonicFrontiers1045.jpg, 345.54545454545456, 465.1818181818182, 367.8181818181818, 486.8181818181818, Rings
SonicFrontiers1045.jpg, 346.8181818181818, 491.9090909090909, 370.3636363636364, 530.0909090909091, Rings
SonicFrontiers1046.jpg, 292.59999999999997, 312.2, 359.09999999999997, 375.2, SonicCurled
SonicFrontiers1046.jpg, 165.89999999999998, 287.0, 230.99999999999997, 353.5, Rings
SonicFrontiers1046.jpg, 409.5, 270.9, 529.1999999999999, 389.9, Rings
SonicFrontiers1047.jpg, 302.55555555555554, 76.22222222222223, 356.22222222222223, 215.44444444444446, Sonic
SonicFrontiers1047.jpg, 28.0, 311.8888888888889, 80.88888888888889, 405.22222222222223, Rings
SonicFrontiers1047.jpg, 189.77777777777777, 304.11111111111114, 246.55555555555557, 395.8888888888889, Rings
SonicFrontiers1047.jpg, 55.22222222222222, 212.33333333333334, 96.44444444444444, 286.22222222222223, Rings
SonicFrontiers1047.jpg, 184.33333333333334, 206.88888888888889, 231.0, 279.22222222222223, Rings
SonicFrontiers1047.jpg, 73.11111111111111, 142.33333333333334, 108.88888888888889, 205.33333333333334, Rings
SonicFrontiers1047.jpg, 180.44444444444446, 141.55555555555557, 219.33333333333334, 203.0, Rings
SonicFrontiers1047.jpg, 177.33333333333334, 94.11111111111111, 210.0, 141.55555555555557, Rings
SonicFrontiers1047.jpg, 84.77777777777779, 94.88888888888889, 115.88888888888889, 149.33333333333334, Rings
SonicFrontiers1047.jpg, 96.44444444444444, 62.22222222222222, 121.33333333333333, 101.11111111111111, Rings
SonicFrontiers1047.jpg, 177.33333333333334, 57.55555555555556, 203.77777777777777, 94.88888888888889, Rings
SonicFrontiers1048.jpg, 280.0, 131.6, 378.0, 229.6, SonicCurled
SonicFrontiers1049.jpg, 279.46153846153845, 194.3846153846154, 333.30769230769226, 279.46153846153845, SonicBoosting
SonicFrontiers105.jpg, 316.16666666666663, 308.5833333333333, 368.66666666666663, 379.16666666666663, Sonic
SonicFrontiers1050.jpg, 284.375, 114.625, 379.75, 275.625, Sonic
SonicFrontiers1051.jpg, 92.0, 221.0, 174.0, 326.0, Sonic
SonicFrontiers1052.jpg, 280.77777777777777, 138.44444444444446, 372.55555555555554, 203.0, Sonic
SonicFrontiers1053.jpg, 250.25, 484.75, 408.625, 698.25, Sonic
SonicFrontiers1054.jpg, 240.79999999999998, 478.79999999999995, 406.0, 700.0, Sonic
SonicFrontiers1055.jpg, 247.79999999999998, 484.4, 401.79999999999995, 698.5999999999999, Sonic
SonicFrontiers1056.jpg, 239.39999999999998, 558.5999999999999, 414.4, 700.0, SonicCurled
SonicFrontiers1057.jpg, 288.4, 315.0, 369.59999999999997, 425.59999999999997, Sonic
SonicFrontiers1058.jpg, 217.0, 498.4, 489.99999999999994, 698.5999999999999, Sonic
SonicFrontiers1058.jpg, 439.59999999999997, 235.2, 481.59999999999997, 289.79999999999995, Rings
SonicFrontiers1058.jpg, 350.0, 277.2, 407.4, 352.79999999999995, Rings
SonicFrontiers1058.jpg, 274.4, 378.0, 369.59999999999997, 494.2, Rings
SonicFrontiers1058.jpg, 1.4, 527.8, 162.39999999999998, 698.5999999999999, Rings
SonicFrontiers1058.jpg, 159.6, 496.99999999999994, 230.99999999999997, 581.0, Rings
SonicFrontiers1058.jpg, 2.8, 379.4, 121.8, 496.99999999999994, Rings
SonicFrontiers1058.jpg, 378.0, 488.59999999999997, 480.2, 603.4, Rings
SonicFrontiers1058.jpg, 222.6, 597.8, 414.4, 698.5999999999999, Rings
SonicFrontiers1059.jpg, 251.22222222222223, 301.77777777777777, 316.55555555555554, 390.44444444444446, SonicBoosting
SonicFrontiers106.jpg, 299.25, 336.875, 352.625, 432.25, Sonic
SonicFrontiers1060.jpg, 324.54545454545456, 183.9090909090909, 363.3636363636364, 259.6363636363636, Sonic
SonicFrontiers1061.jpg, 264.59999999999997, 387.79999999999995, 382.2, 571.1999999999999, Sonic
SonicFrontiers1062.jpg, 203.0, 340.2, 435.4, 624.4, Sonic
SonicFrontiers1063.jpg, 259.0, 316.4, 400.4, 546.0, Sonic
SonicFrontiers1064.jpg, 164.11111111111111, 279.22222222222223, 234.88888888888889, 363.22222222222223, SonicBoosting
SonicFrontiers1065.jpg, 261.8, 281.4, 386.4, 523.6, Sonic
SonicFrontiers1066.jpg, 263.2, 278.59999999999997, 401.79999999999995, 449.4, Sonic
SonicFrontiers1067.jpg, 266.0, 242.2, 382.2, 411.59999999999997, Sonic
SonicFrontiers1068.jpg, 268.79999999999995, 246.39999999999998, 383.59999999999997, 505.4, Sonic
SonicFrontiers1069.jpg, 284.6666666666667, 315.0, 359.3333333333333, 371.77777777777777, Sonic
SonicFrontiers107.jpg, 295.4, 352.79999999999995, 354.2, 424.2, SonicCurled
SonicFrontiers1070.jpg, 291.2, 183.39999999999998, 390.59999999999997, 329.0, Sonic
SonicFrontiers1071.jpg, 275.79999999999995, 215.6, 380.79999999999995, 310.79999999999995, SonicCurled
SonicFrontiers1072.jpg, 264.59999999999997, 337.4, 327.59999999999997, 446.59999999999997, Sonic
SonicFrontiers1073.jpg, 167.29999999999998, 132.29999999999998, 229.6, 224.0, SonicBoosting
SonicFrontiers1074.jpg, 294.0, 319.45454545454544, 347.45454545454544, 406.0, Sonic
SonicFrontiers1075.jpg, 291.6666666666667, 330.55555555555554, 346.11111111111114, 420.77777777777777, Sonic
SonicFrontiers1076.jpg, 313.59999999999997, 329.0, 368.2, 396.2, Sonic
SonicFrontiers1077.jpg, 312.2, 350.0, 365.4, 414.4, Sonic
SonicFrontiers1078.jpg, 303.79999999999995, 359.79999999999995, 365.4, 427.0, SonicCurled
SonicFrontiers1079.jpg, 256.2, 351.4, 397.59999999999997, 488.59999999999997, SonicCurled
SonicFrontiers108.jpg, 281.4, 337.4, 369.59999999999997, 422.79999999999995, Sonic
SonicFrontiers1080.jpg, 348.59999999999997, 312.2, 400.4, 371.0, Sonic
SonicFrontiers1081.jpg, 298.2, 337.4, 359.79999999999995, 403.2, SonicCurled
SonicFrontiers1082.jpg, 284.2, 291.2, 341.59999999999997, 378.0, Sonic
SonicFrontiers1083.jpg, 301.0, 287.0, 341.59999999999997, 345.79999999999995, Sonic
SonicFrontiers1084.jpg, 256.2, 347.2, 331.79999999999995, 448.0, Sonic
SonicFrontiers1085.jpg, 324.79999999999995, 345.79999999999995, 387.79999999999995, 427.0, Sonic
SonicFrontiers1086.jpg, 281.4, 355.59999999999997, 337.4, 449.4, Sonic
SonicFrontiers1087.jpg, 303.79999999999995, 243.6, 351.4, 294.0, Sonic
SonicFrontiers1088.jpg, 251.99999999999997, 411.59999999999997, 378.0, 547.4, Sonic
SonicFrontiers1089.jpg, 203.0, 445.2, 331.79999999999995, 656.5999999999999, Sonic
SonicFrontiers1089.jpg, 261.8, 92.39999999999999, 292.59999999999997, 158.2, Rings
SonicFrontiers1089.jpg, 404.59999999999997, 131.6, 428.4, 200.2, Rings
SonicFrontiers1089.jpg, 529.1999999999999, 191.79999999999998, 555.8, 268.79999999999995, Rings
SonicFrontiers1089.jpg, 1.4, 278.59999999999997, 12.6, 345.79999999999995, Rings
SonicFrontiers1089.jpg, 670.5999999999999, 627.1999999999999, 697.1999999999999, 700.0, Rings
SonicFrontiers109.jpg, 285.59999999999997, 298.2, 350.0, 359.79999999999995, SonicCurled
SonicFrontiers1090.jpg, 280.0, 410.2, 357.0, 534.8, Sonic
SonicFrontiers1091.jpg, 296.79999999999995, 344.4, 357.0, 408.79999999999995, SonicCurled
SonicFrontiers1092.jpg, 292.59999999999997, 410.2, 379.4, 558.5999999999999, Sonic
SonicFrontiers1094.jpg, 301.0, 359.79999999999995, 369.59999999999997, 473.2, Sonic
SonicFrontiers1096.jpg, 278.59999999999997, 330.4, 336.0, 394.79999999999995, SonicCurled
SonicFrontiers1097.jpg, 427.0, 483.0, 499.625, 601.125, Sonic
SonicFrontiers11.jpg, 257.59999999999997, 233.79999999999998, 337.4, 326.2, Rings
SonicFrontiers11.jpg, 292.59999999999997, 263.2, 371.0, 404.59999999999997, Sonic
SonicFrontiers110.jpg, 303.79999999999995, 274.4, 358.4, 359.79999999999995, Sonic
SonicFrontiers1101.jpg, 301.0, 370.22222222222223, 362.44444444444446, 493.8888888888889, Sonic
SonicFrontiers1102.jpg, 247.79999999999998, 89.6, 614.5999999999999, 628.5999999999999, Sonic
SonicFrontiers1103.jpg, 289.79999999999995, 320.59999999999997, 380.79999999999995, 449.4, Sonic
SonicFrontiers1103.jpg, 116.19999999999999, 187.6, 148.39999999999998, 246.39999999999998, Rings
SonicFrontiers1104.jpg, 337.4, 277.2, 404.59999999999997, 404.59999999999997, Sonic
SonicFrontiers1105.jpg, 336.0, 358.4, 415.79999999999995, 474.59999999999997, Sonic
SonicFrontiers1106.jpg, 287.0, 379.4, 348.59999999999997, 449.4, SonicCurled
SonicFrontiers1107.jpg, 299.59999999999997, 309.4, 375.2, 400.4, Sonic
SonicFrontiers1108.jpg, 288.4, 338.79999999999995, 343.0, 429.79999999999995, Sonic
SonicFrontiers1109.jpg, 289.79999999999995, 344.4, 344.4, 442.4, Sonic
SonicFrontiers111.jpg, 305.2, 274.4, 352.79999999999995, 341.59999999999997, Sonic
SonicFrontiers1110.jpg, 282.79999999999995, 334.59999999999997, 347.2, 417.2, Sonic
SonicFrontiers1111.jpg, 295.4, 341.59999999999997, 348.59999999999997, 424.2, Sonic
SonicFrontiers1112.jpg, 294.0, 299.59999999999997, 341.59999999999997, 376.59999999999997, Sonic
SonicFrontiers1113.jpg, 347.2, 359.79999999999995, 438.2, 474.59999999999997, Sonic
SonicFrontiers1114.jpg, 337.4, 308.0, 453.59999999999997, 396.2, Sonic
SonicFrontiers1115.jpg, 235.2, 323.4, 323.4, 424.2, Sonic
SonicFrontiers1116.jpg, 273.0, 277.2, 317.79999999999995, 345.79999999999995, Sonic
SonicFrontiers1117.jpg, 299.59999999999997, 319.2, 366.79999999999995, 406.0, Sonic
SonicFrontiers1118.jpg, 292.59999999999997, 327.59999999999997, 362.59999999999997, 434.0, Sonic
SonicFrontiers1119.jpg, 264.59999999999997, 301.0, 336.0, 406.0, Sonic
SonicFrontiers112.jpg, 284.2, 343.0, 345.79999999999995, 463.4, Sonic
SonicFrontiers1120.jpg, 331.79999999999995, 334.59999999999997, 406.0, 427.0, Sonic
SonicFrontiers1121.jpg, 329.0, 326.2, 421.4, 420.0, Sonic
SonicFrontiers1122.jpg, 308.0, 287.0, 357.0, 386.4, Sonic
SonicFrontiers1123.jpg, 259.0, 313.59999999999997, 334.59999999999997, 411.59999999999997, Sonic
SonicFrontiers1123.jpg, 259.0, 313.59999999999997, 334.59999999999997, 411.59999999999997, Sonic
SonicFrontiers1124.jpg, 308.0, 268.79999999999995, 362.59999999999997, 368.2, Sonic
SonicFrontiers1125.jpg, 329.0, 277.19999999999993, 394.8, 354.19999999999993, Koko
SonicFrontiers1125.jpg, 483.0, 35.0, 522.375, 87.5, Koko
SonicFrontiers1125.jpg, 430.5, 51.625, 469.0, 96.25, Koko
SonicFrontiers1125.jpg, 380.625, 67.375, 420.0, 109.375, Koko
SonicFrontiers1125.jpg, 329.0, 87.5, 368.375, 130.375, Koko
SonicFrontiers1125.jpg, 366.625, 30.625, 402.5, 69.125, Koko
SonicFrontiers1125.jpg, 317.625, 46.375, 353.5, 86.625, Koko
SonicFrontiers1125.jpg, 308.0, 7.0, 342.125, 46.375, Koko
SonicFrontiers1125.jpg, 88.375, 50.75, 125.125, 91.875, Koko
SonicFrontiers1125.jpg, 32.375, 97.125, 75.25, 142.625, Koko
SonicFrontiers1125.jpg, 90.125, 94.5, 132.125, 135.625, Koko
SonicFrontiers1125.jpg, 0.0, 137.375, 20.125, 177.625, Koko
SonicFrontiers1125.jpg, 139.125, 624.75, 194.25, 680.75, Koko
SonicFrontiers1125.jpg, 204.75, 646.625, 268.625, 698.25, Koko
SonicFrontiers1125.jpg, 308.875, 624.75, 371.0, 696.5, Koko
SonicFrontiers1125.jpg, 350.875, 610.75, 401.625, 692.125, Koko
SonicFrontiers1125.jpg, 476.875, 602.875, 540.75, 667.625, Koko
SonicFrontiers1126.jpg, 292.59999999999997, 273.0, 379.4, 394.79999999999995, Sonic
SonicFrontiers1127.jpg, 208.6, 316.4, 309.4, 408.79999999999995, SonicBoosting
SonicFrontiers1128.jpg, 260.4, 308.0, 348.59999999999997, 422.79999999999995, Sonic
SonicFrontiers1129.jpg, 287.0, 366.79999999999995, 331.79999999999995, 427.0, Sonic
SonicFrontiers113.jpg, 299.59999999999997, 197.39999999999998, 366.79999999999995, 285.59999999999997, Sonic
SonicFrontiers1130.jpg, 308.0, 238.0, 346.2307692307692, 299.9230769230769, Sonic
SonicFrontiers1131.jpg, 315.0, 308.0, 418.59999999999997, 403.2, Sonic
SonicFrontiers1132.jpg, 296.79999999999995, 313.59999999999997, 354.2, 421.4, Sonic
SonicFrontiers1133.jpg, 369.59999999999997, 519.4, 496.99999999999994, 695.8, Sonic
SonicFrontiers1134.jpg, 298.2, 257.59999999999997, 351.4, 354.2, Sonic
SonicFrontiers1135.jpg, 278.59999999999997, 415.79999999999995, 375.2, 541.8, Sonic
SonicFrontiers1136.jpg, 261.8, 316.4, 392.0, 446.59999999999997, Sonic
SonicFrontiers1137.jpg, 280.0, 397.59999999999997, 417.2, 628.5999999999999, Sonic
SonicFrontiers1138.jpg, 280.0, 378.0, 397.59999999999997, 546.0, Sonic
SonicFrontiers1139.jpg, 305.2, 291.2, 355.59999999999997, 387.79999999999995, Sonic
SonicFrontiers114.jpg, 343.0, 343.0, 401.79999999999995, 448.0, Sonic
SonicFrontiers1140.jpg, 180.6, 22.4, 414.4, 334.59999999999997, Sonic
SonicFrontiers1141.jpg, 253.39999999999998, 130.2, 456.4, 298.2, Sonic
SonicFrontiers1143.jpg, 257.59999999999997, 35.0, 373.79999999999995, 260.4, Sonic
SonicFrontiers1144.jpg, 261.8, 324.79999999999995, 319.2, 420.0, Sonic
SonicFrontiers1145.jpg, 295.4, 341.59999999999997, 357.0, 407.4, SonicCurled
SonicFrontiers1146.jpg, 287.0, 319.2, 368.2, 414.4, Sonic
SonicFrontiers1147.jpg, 301.0, 403.2, 375.2, 499.79999999999995, Sonic
SonicFrontiers1148.jpg, 305.2, 446.59999999999997, 373.79999999999995, 519.4, SonicCurled
SonicFrontiers1149.jpg, 259.0, 344.4, 316.4, 460.59999999999997, Sonic
SonicFrontiers115.jpg, 246.39999999999998, 340.2, 312.2, 448.0, Sonic
SonicFrontiers1150.jpg, 264.59999999999997, 364.0, 322.0, 481.59999999999997, Sonic
SonicFrontiers1151.jpg, 326.2, 376.59999999999997, 399.0, 449.4, SonicCurled
SonicFrontiers1152.jpg, 285.59999999999997, 323.4, 351.4, 411.59999999999997, Sonic
SonicFrontiers1153.jpg, 249.2, 396.2, 324.79999999999995, 508.2, Sonic
SonicFrontiers1154.jpg, 324.79999999999995, 357.0, 378.0, 463.4, Sonic
SonicFrontiers1155.jpg, 294.0, 284.2, 357.0, 382.2, Sonic
SonicFrontiers1156.jpg, 338.79999999999995, 308.0, 408.79999999999995, 417.2, Sonic
SonicFrontiers1157.jpg, 310.79999999999995, 385.0, 375.2, 494.2, Sonic
SonicFrontiers1158.jpg, 292.59999999999997, 289.79999999999995, 354.2, 354.2, SonicCurled
SonicFrontiers1159.jpg, 299.59999999999997, 319.2, 357.0, 407.4, Sonic
SonicFrontiers1160.jpg, 295.4, 352.79999999999995, 352.79999999999995, 436.79999999999995, Sonic
SonicFrontiers1162.jpg, 302.4, 308.0, 351.4, 382.2, Sonic
SonicFrontiers1163.jpg, 298.2, 341.59999999999997, 354.2, 442.4, Sonic
SonicFrontiers1164.jpg, 284.2, 298.2, 352.79999999999995, 403.2, Sonic
SonicFrontiers1164.jpg, 310.79999999999995, 334.59999999999997, 369.59999999999997, 380.79999999999995, Rings
SonicFrontiers1165.jpg, 304.5, 275.79999999999995, 346.5, 354.2, Sonic
SonicFrontiers1166.jpg, 308.7, 234.49999999999997, 342.29999999999995, 288.4, Sonic
SonicFrontiers1167.jpg, 297.8888888888889, 328.22222222222223, 352.3333333333333, 412.22222222222223, Sonic
SonicFrontiers1168.jpg, 301.0, 325.5, 355.59999999999997, 410.9, Sonic
SonicFrontiers1169.jpg, 301.5833333333333, 295.74999999999994, 348.8333333333333, 369.8333333333333, Sonic
SonicFrontiers117.jpg, 295.4, 341.59999999999997, 358.4, 400.4, SonicCurled
SonicFrontiers1170.jpg, 297.8181818181818, 332.8181818181818, 353.8181818181818, 427.0, Sonic
SonicFrontiers1171.jpg, 298.66666666666663, 331.3333333333333, 353.49999999999994, 424.66666666666663, Sonic
SonicFrontiers1172.jpg, 303.625, 275.625, 378.0, 345.625, Sonic
SonicFrontiers1172.jpg, 90.125, 0.875, 134.75, 19.25, Rings
SonicFrontiers1172.jpg, 251.125, 21.0, 300.125, 56.875, Rings
SonicFrontiers1172.jpg, 408.625, 177.625, 438.375, 222.25, Rings
SonicFrontiers1172.jpg, 295.75, 364.0, 359.625, 404.25, Rings
SonicFrontiers1173.jpg, 239.39999999999998, 33.599999999999994, 417.2, 217.0, Sonic
SonicFrontiers1174.jpg, 291.6666666666667, 279.53333333333336, 361.6666666666667, 343.93333333333334, Sonic
SonicFrontiers1175.jpg, 303.3333333333333, 357.4666666666667, 360.73333333333335, 469.0, Sonic
SonicFrontiers1176.jpg, 297.9375, 326.8125, 348.25, 426.125, Sonic
SonicFrontiers1177.jpg, 311.3157894736842, 346.3157894736842, 362.5263157894737, 454.63157894736844, Sonic
SonicFrontiers1178.jpg, 311.1111111111111, 346.1111111111111, 366.7222222222222, 454.2222222222222, Sonic
SonicFrontiers1179.jpg, 311.15, 347.2, 364.7, 452.54999999999995, Sonic
SonicFrontiers1180.jpg, 316.0, 344.5, 388.0, 457.0, Sonic
SonicFrontiers1181.jpg, 306.25, 341.25, 357.0, 439.6875, Sonic
SonicFrontiers1182.jpg, 301.4375, 349.125, 357.4375, 460.6875, Sonic
SonicFrontiers1182.jpg, 239.86666666666667, 161.0, 428.8666666666667, 350.93333333333334, Koko
SonicFrontiers1183.jpg, 275.15384615384613, 301.0, 335.46153846153845, 385.0, Sonic
SonicFrontiers1184.jpg, 288.8666666666667, 340.6666666666667, 359.8, 455.0, Sonic
SonicFrontiers1185.jpg, 295.5, 433.0, 358.0, 498.5, SonicCurled
SonicFrontiers1185.jpg, 248.0, 361.0, 429.5, 532.0, Koko
SonicFrontiers1186.jpg, 286.5, 307.0, 345.0, 389.5, Sonic
SonicFrontiers1187.jpg, 290.0, 299.0, 379.5, 397.5, Sonic
SonicFrontiers1188.jpg, 242.375, 284.375, 337.75, 399.0, Sonic
SonicFrontiers1189.jpg, 287.8235294117647, 318.70588235294116, 338.4705882352941, 405.5882352941176, Sonic
SonicFrontiers119.jpg, 298.52941176470586, 319.11764705882354, 354.94117647058823, 411.7647058823529, Sonic
SonicFrontiers1190.jpg, 286.6111111111111, 333.66666666666663, 335.99999999999994, 406.7777777777777, Sonic
SonicFrontiers1191.jpg, 261.625, 394.1875, 353.9375, 456.75, Sonic
SonicFrontiers1192.jpg, 219.625, 314.5625, 325.9375, 381.0625, Sonic
SonicFrontiers1193.jpg, 229.3846153846154, 201.9230769230769, 423.2307692307692, 439.38461538461536, Sonic
SonicFrontiers1193.jpg, 303.6923076923077, 493.2307692307692, 350.53846153846155, 537.9230769230769, Rings
SonicFrontiers1193.jpg, 310.15384615384613, 364.0, 344.6153846153846, 397.9230769230769, Rings
SonicFrontiers1193.jpg, 315.53846153846155, 185.23076923076923, 337.07692307692304, 204.07692307692307, Rings
SonicFrontiers1194.jpg, 257.0, 217.5, 388.0, 465.5, Sonic
SonicFrontiers1194.jpg, 429.5, 35.0, 439.5, 44.0, Rings
SonicFrontiers1194.jpg, 416.0, 84.5, 427.0, 93.0, Rings
SonicFrontiers1194.jpg, 404.0, 131.5, 413.0, 142.0, Rings
SonicFrontiers1194.jpg, 380.0, 217.5, 388.5, 228.0, Rings
SonicFrontiers1194.jpg, 354.5, 296.0, 364.5, 305.0, Rings
SonicFrontiers1194.jpg, 307.5, 431.5, 316.0, 439.5, Rings
SonicFrontiers1194.jpg, 296.0, 462.0, 305.5, 471.0, Rings
SonicFrontiers1195.jpg, 305.66666666666663, 360.49999999999994, 384.99999999999994, 432.83333333333326, SonicCurled
SonicFrontiers1196.jpg, 316.6153846153846, 61.38461538461538, 381.2307692307692, 179.3076923076923, Sonic
SonicFrontiers1197.jpg, 294.0, 329.93333333333334, 363.53333333333336, 441.4666666666667, Sonic
SonicFrontiers1198.jpg, 291.0833333333333, 357.5833333333333, 349.41666666666663, 417.66666666666663, SonicCurled
SonicFrontiers1199.jpg, 269.0, 322.5, 337.5, 414.0, Sonic
SonicFrontiers12.jpg, 312.8125, 323.3125, 360.0625, 392.0, Sonic
SonicFrontiers120.jpg, 268.625, 387.625, 325.9375, 442.3125, SonicCurled
SonicFrontiers1200.jpg, 324.625, 365.75, 413.4375, 450.1875, Sonic
SonicFrontiers1201.jpg, 267.5, 441.5, 381.5, 603.0, Sonic
SonicFrontiers1202.jpg, 307.5, 355.5, 365.5, 452.5, Sonic
